1 decade april;2 decade april;3 decade april;1 decade may;2 decade may;3 decade may;1 decade june;2 decade june;3 decade june;1 decade july;2 decade july;3 decade july;1 decade august;3 decade august;1 decade september;2 decade september;3 decade september;1 decade october;2 decade october;3 decade october;1 decade november;2 decade november;3 decade november;1 decade december;2 decade december;3 decade december;1 decade january
0;0;0;0;0;0;0;0;0;0;0;0,05;0;0;0;0;0;0;0;0,05;0,05;0,05;0,05;0,05;0;0,04;0,05
0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0,08;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0;0,04;0,05
0;0;0;0;0;0;0;0;0,1;0,1;0,1;0,2;0,2;0,2;0,2;0,15;0,15;0,2;0,25;0,25;0,25;0,25;0,25;0,25;0;0,2;0,25
0;0;0;0,2;0,1;0,1;0,1;0,1;0,2;0,2;0,3;0,3;0,2;0,2;0,2;0,15;0,15;0,25;0,3;0,25;0,25;0,25;0,25;0,25;0;0,2;0,25
0,5;0;0;0;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,07;0,05;0,05;0,05;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0;0,05;0,1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0,1;0,1;0,1;0;0;0;0,1;0;0;0;0;0;0;0;0,7;0,7;0,6;0,4;0,35;0;0,25;0,3
0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0,05;0,1;0,1;0,1;0,05;0,05;0,04;0,05
0;0;0;0;0;0;0;0;0;0;0;0,05;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,05;0,04;0,05
0;0;0;0;0;0;0;0;0;0;0;0,05;0;0;0;0;0;0;0;0;0;0,1;0,1;0,1;0,07;0,05;0,07
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,075;0,075;0,075;0,1;0,1;0,1;0,07;0,07;0,1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,1;0,1;0,1;0,1;0,075;0,075;0,1;0,15;0,12;0,1;0,1;0,1
0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0;0,05;0,05;0;0;0;0,075;0,075;0,075;0,075;0,07;0,05;0,04;0,07
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0,05;0,05;0,05;0,05;0,1;0,05;0,05;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0,1;0,1;0,15;0,15;0;0,15;0,15;0,15;0,15;0,2;0,2;0,2;0,2;0,2;0,2;0,15;0,15;0,1
1;0,5;0,5;0,7;0,5;0,5;0,5;0,5;1,5;1,4;1,5;1,5;1;0;1;1,5;1;1;1,4;1,3;1,3;1,3;1,3;1,25;1,2;1;1
0;0;0;0;0;0,3;0,25;0,3;0,2;0,2;0,2;0,15;0,1;0;0,05;0,05;0;0;0;0;0;0;0;0;0,05;0,04;0,05
0;0;0;0;0;0;0;0;0,2;0,2;0,2;0,3;0,2;0,15;0,15;0;0,1;0;0,1;0,05;0,05;0,05;0,05;0,05;0;0,04;0,05
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05
0,1;0,1;0,2;0;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0;0;0;0;0;0;0;0,1;0,1;0,1;0,1;0,1;0,1;0;0,04;0,05
0,1;0,075;0,1;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,1;0;0;0,25;0,2;0,2;0,15;0,15;0,15;0;0,1;0,2
0;0,2;0,2;0;0,25;0,25;0,35;0,4;0,3;0,3;0,2;0;0;0;0;0;0;0;0,25;0,05;0,05;0,1;0,1;0,1;0;0,05;0,07
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0,05;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0,05;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,15;0,5;0,5;0,45;0,3;0,2;0,2
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07;0,1
0,3;0,2;0,3;0,5;0,45;0,2;0,3;0,3;0,3;0,3;0,3;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0,15;0,2;0,2;0,2;0,2;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,2;0,2;0,2;0,2;0,15;0,25;0,5;0,5;0,3;0,3;0,3;0,3;0,2;0,2;0,2;0,15;0,15;0,15;0,35;0,35;0,4;0,4;0,4;0,5;0;0,35;0,4
0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0,1;0,1;0,1;0,1;0,1;0,05;0,05;0,05;0,05;0,05;0,075;0,075;0,075;0,075;0;0;0;0;0
0;0;0,4;0;0;0;0;0;0,4;0,35;0,35;0;0;0;0;0;0;0;0;0;0,15;0,1;0,1;0;0,1;0,07;0,1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,05;0,1
0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0,1;0,1;0,1;0,07;0,07;0,075;0,075;0,075;0,075;0,075;0,07;0,07;0,05;0,05
0;0;0;0;0;0;0;0;0,05;0,05;0,05;0;0;0;0;0;0;0;0;0,05;0,1;0,1;0,1;0,1;0,07;0,05;0,05
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,05;0,05
0,1;0,2;0,2;0,2;0,2;0,2;0,25;0,1;0,25;0,25;0,2;0,2;0,2;0,15;0,15;0,35;0,15;0,15;0,15;0,15;0,15;0,35;0,35;0,35;0,25;0,25;0,1
0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0,1;0,1;0,1;0,08;0,08;0,075;0,075;0,075;0,075;0,075;0,07;0,07;0,05;0,1
0;0;0;0;0;0;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,15;0,15;0,15;0,15;0,15;0,15;0,15;0,1;0
0;0;0;0;0;0;0;0;0;0,05;0,05;0;0;0,05;0,05;0,05;0;0,1;0,075;0,075;0,075;0,075;0,075;0,07;0,05;0,04;0,05
0;0;0;0;0;0;0;0;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,07;0,05;0,1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,05;0,07;0,05;0,05
0;0;0;0;0;0;0;0;0,05;0,05;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0;0,05;0,05;0,05;0,05
0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0,1;0,1;0,05;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,07;0,05;0,05
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,075;0,075;0,15;0,1;0,1;0,1;0,15;0,1;0,1
0;0;0;0;0;0;0;0;0;0;0;0,05;0;0;0,1;0,1;0,1;0,1;0,1;0,2;0,15;0,15;0,15;0,15;0,15;0,1;0,15
0;0;0;0;0;0;0;0;0;0;0;0,05;0;0;0;0;0;0;0;0;0;0,05;0,05;0,05;0,07;0,05;0,05
0;0;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0;0;0,1;0;0;0;0;0;0;0;0,15;0,15;0;0;0;0,1
0;0;0;0;0;0;0;0;0,2;0,2;0,2;0;0;0;0;0;0;0;0;0,1;3,1;0,1;0,1;0,1;0,05;0,05;0,05
0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,1;0;0;0;0;0;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0;0,1;0,1;0,1;0,1;0,1;0,1;0;0;0;0,1;0,1;0,1;0,15
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,04;0,05
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0,1;0,1;0,07;0,07;0,07;0,17
0;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,04;0,04;0,04;0,04;0,03;0,04
0;0;0;0;0;0;0;0;0,05;0,05;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0;0;0;0;0;0;0;0;0;0;0
0,1;0,1;0,1;0,2;0,1;0,1;0,2;0,2;0,2;0,2;0,2;0;0;0;0;0;0;0;0;0;0,05;0,12;0,12;0,12;0,1;0,09;0,1
0,2;0,15;0,1;0,4;0,2;0,2;0,1;0,1;0,1;0,1;0,1;0;0;0;0;0;0;0;0;0;0,05;0,04;0,04;0,04;0,04;0,03;0,04
0;0;0;0;0;0;0;0;0,05;0,05;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0,1;0,1;0;0;0,125;0;0;0;0;0;0;0;0
1;1;2,5;2,2;2;2;2;2;2;2;1,7;0;1,5;1,3;1;1;1;1;1,8;1,8;1,9;1,9;1,9;1,9;0;1,1;1,2
0;0;0;0;0;0;0;0;0;0;0,3;0;0;0,15;0;0;0,1;0,1;0;0,1;0,1;0,15;0,15;0,15;0;0,07;0,1
0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0,1;0,1;0,1;0,125;0,1;0,1;0,15;0,15;0,15;0;0,07;0,1
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0,05;0,1;0,05;0,05;0,1;0,1;0,1;0,075;0,075;0;0;0;0;0,05;0,04;0,05
0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,04;0,05
0;0;0;0;0;0;0;0;0;0;0;0,1;0,15;0,08;0,08;0,1;0,1;0,1;0,05;0,05;0,05;0,1;0,1;0,05;0,05;0;0,07
0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0,05;0,05;0,05;0;0,1;0,075;0,075;0,05;0,05;0,05;0,05;0,07;0,05;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,04;0,05
0;0;0;0;0;0;0;0;0;0;0,1;0,15;0,15;0,1;0;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,075;0,07;0,07;0,05;0,1
0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05
0;0;0;0;0;0;0;0;0;0;0,3;0,3;0,2;0,1;0,1;0,2;0,1;0,1;0,1;0,1;0,1;0,1;0,075;0,07;0,07;0,15;0,15
0;0;0;0;0;0;0;0;0;0;0,5;0,6;0,4;0,2;0,2;0,2;0,15;0,25;0,4;0,4;0,4;0,4;0,4;0,4;0,5;0,4;0,6
0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0;0,05;0;0,1;0,075;0,075;0,075;0,075;0,075;0,05;0,05;0,04;0,05
0;0;0;0,8;0,3;0,3;0,25;0,3;0,2;0,2;0,2;0,2;0,2;0,15;0,15;0,15;0,15;0,15;0,15;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,35
0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0,5;0;0;0;0;0;0;0,5;0,5;0,5;0,5;0,6;0,6;0,6;0,6;0,6;0,6;0,4;0,4;0,4;0,4;0,4;0,5;0,45;0,3;0,45
0;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,12;0,15;0,15;0,15
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,1
0;0;0;0;0;0;0;0;0;0;0;0,15;0,15;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,15;0,15;0,15;0,15
2;1;2;1,5;2;2;2,5;2,5;1,5;1,5;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0,5;0,5;0,5;0,5;0,4;0;0;0;0,2;0,2;0,25;0,25;0,25;0,25;0,25;0,25;0,2;0,2;0,1
0;0;0;0;0;0;0;0;0,5;0,5;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,05;0;0;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,04;0,05
0;0;0,15;0,2;0,15;0,15;0,15;0,2;0,15;0,15;0,2;0;0;0,1;0,1;0,1;0,1;0,1;0,2;0,2;0,2;0,2;0,15;0,15;0,1;0,07;0,1
0;0;0;0,15;0;0;0;0;0;0;0;0,15;0,15;0,15;0,15;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,15
0;0;0;0;0;0;0;0;0;0;0;0,05;0;0,05;0,05;0,05;0;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0;0,03;0,05
0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,05;0,05;0,05;0,05;0,1;0,075;0,075;0,075;0,075;0,075;0,07;0,05;0,04;0,05
50;50;50;50;50;50;50;50;50;48;48;48;37;35;32;28;27,5;27,5;33;32;34;34;34;33;0;25,7;28
0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,05;0,05;0,05;0;0;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,04;0,05
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,15;0,07;0,05
0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0,07;0,07;0,05;0,05;0,1;0,075;0,075;0,075;0,075;0,075;0,07;0,05;0,04;0,05
0;0,3;0,2;0,3;0;0;0;0;1;1;1;0,5;0,4;0,4;0,4;0,5;0,4;0;0,45;0,45;0,45;0,5;0,5;0,5;0,4;0,3;0,45
0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,04;0,05
0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0,5;0;0;0;0;0;0;0,7;0,7;0,7;0,7;0,4;0,2;0,2;0,2;0,25;0,2;0,5;0,5;0,6;0,6;0,6;0,6;0,5;0,4;0,55
0;0;0,5;0,5;0,4;0,4;0,3;0,3;0,2;0,2;0,2;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,5;0,2;0,3;0,3;0,2;0,2;0,2;0,2;0,15;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,15;0,15;0,15;0,1;0,1;0,15;0,15;0,15;0;0,07;0,1
0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0;0;0;0;0,05;0;0;0;0;0;0;0;0;0;0;0
0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,15;0,15;0,1;0,1;0;0,05;0,05;0,075;0,05;0,05;0,05;0,05;0,05;0;0,04;0,05
0;0;0;0;0;0;0,3;0,3;0,3;0,3;0,3;0;0;0,1;0,05;0,1;0,05;0;0;0;0;0;0;0;0;0;0
0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,1;0,1;0,12;0,15;0,15;0,15;0,25;0,25;0,25;0,25;0,2;0;0,1;0,1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05
0;0;0,4;0,8;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,2;0,2;0,2;0,2;0,3;0,3;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,15;0,85;0,15;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,05;0,05;0,05
0,4;0,3;0,4;0,5;0,6;0,6;0,6;0,6;0,6;0,6;0,6;0,6;0,3;0,3;0,3;0,3;0,3;0,3;0,35;0,35;0,35;0,35;0,35;0,3;0,07;0,2;0,2
0;0;0;0;0;0;0;0;0;0;0,1;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,1;0,2;0,2;0,25;0,2;0,2;0,2;0,2;0,2;0,2;0,3;0,3;0,2;0,2;0,2;0,2;0,15;0,15;0,3;0,3;0,3;0,3;0,3;0,25;0,2;0,15;0,25
0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0,2;0,2;0,25;0,15;0,15;0,1;0,1;0,1;0,1;0,1;0;0;0,08;0,08;0,08;0,05;0,05;0,1;0,1;0,1;0,1;0,1;0,07;0,07;0,5;0,07
0;0;0;0;0;0;0;0;0,15;0,25;0,25;0,25;0,15;0,1;0,1;0,1;0;0,05;0,075;0,075;0,075;0,075;0,075;0,07;0,05;0,05;0,05
0;0;0;0;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,05;0,05;0,05;0;0;0;0;0;0;0,05;0,05;0;0;0,05
0;0;0;0;0,2;0,2;0,2;0,2;0;0;0;0;0;0;0;0;0;0,05;0,075;0,075;0,075;0,075;0,075;0,07;0,07;0,05;0,07
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0,05;0;0;0;0;0;0;0;0;0;0
0;0,15;0,2;0,2;0,15;0,15;0,15;0,2;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0;0;0;0;0,05;0,05;0,05;0,05;0,05;0,4;0,05
0;0;0;0;0;0;0;0;0;0;0,1;0,1;0,1;0,05;0,05;0,05;0,1;0,1;0,15;0,15;0,15;0,15;0,15;0,15;0,15;0,1;0,1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0;0,05
0;0;0;0;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,05;0,05;0,07;0;0,05;0,05;0,05;0,075;0,075;0,075;0,07;0,07;0,05;0,05
0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,2;0,2;0,15;0,1;0;0,1;0;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,07;0,07
0;0;0;0;0;0;0;0;0,07;0,07;0,1;0,1;0,1;0,1;0,1;0,1;0,05;0,05;0,075;0,075;0,075;0,075;0,075;0,07;0,05;0,04;0,05
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0;0
0,15;0,15;0,2;0,2;0,05;0,05;0,05;0,1;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0;0;0;0,05;0,05;0,05;0,05;0,05;0,05;0;0,05
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0,2;0,15;0,15;0,1;0,07;0;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,01;0,05;0,05;0,05
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0,2;0,15;0;0;0,05;0,05;0,05;0;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,07;0,1
0;0;0;0;0;0;0;0;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0,05;0,05;0,05;0,1;0,1;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,04;0,05
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0,15;0,15;0,15;0,1;0,1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04;0,04;0,05
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,04;0,05
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,05;0,05;0;0;0;0;0;0;0;0;0
0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,15;0,08;0,07;0,07;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0,1;0,1;0,1;0;0;0;0;0;0;0;0;0,075;0,075;0,075;0,07;0,07;0,05;0,07
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0,08;0,08;0;0;0;0;0;0;0,05;0;0,03
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,07
0;0;0;0;0;0;0;0;0,1;0,1;0,1;0,1;0,1;0;0,1;0,07;0,07;0,07;0;0;0,2;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0,45;0,45;0,1;0,2;0,2;0,2;0,1;0,1;0,2;0,15;0,1;0,15;0,1;0,05;0;0,04;0,05
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2
0,2;0,25;0,2;0,25;0,2;0,2;0,2;0,2;0,2;0,2;0;0,2;0,15;0,15;0,15;0,15;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,07;0,1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,04;0,04
0;0;0;0;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0,1;0,1;0,1;0,07;0,1
0;0;0;0;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0;0;0,15;0,15;0;0;0;0;0;0;0;0;0;0;0
0,1;0,2;0,2;0,2;0,15;0,15;0,15;0,2;0,15;0,15;0,15;0,15;0,15;0,1;0,1;0,07;0,05;0,1;0,1;0,1;0,25;0,1;0,1;0,12;0,12;0,1;0,1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,4;0,2;0,2;0,15;0,2
0,6;1;1;1;1;1;1;1;1;1;1;1;0,7;0,7;0,5;0,5;0,5;0,6;0,75;0,85;0,85;0,85;0,85;0,85;0;0,3;0,6
0,1;0,1;0,1;0,25;0,15;0,15;0,15;0,2;0,15;0,15;0,2;0,15;0,15;0,15;0,15;0,15;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,07;0,1
0,1;0,2;0,2;0,2;0,15;0,15;0,15;0,2;0,15;0,15;0,15;0,15;0,15;0,15;0,15;0,15;0,15;0,15;0;0,2;0,2;0,2;0,2;0,2;0,2;0,15;0,2
0;0;0;0;0;0;0,2;0,2;0,15;0,1;0,1;0,1;0,1;0,1;0,1;0;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,07;0,1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,4;0,04
0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,05;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0;0,05;0,05;0;0;0;0;0;0;0,1;0,07;0,07;0,05;0,07
0;0;0;0;0;0;0;0;0;0;0;0;0,05;0;0,05;0,05;0;0,05;0;0,05;0,05;0,05;0,05;0,05;0,05;0,04;0,1
0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,08;0,05;0,05;0;0;0,05;0,05;0,05;0,05;0;0;0
0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,07;0,05;0,05;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0,2;0,2;0,2;0,2;0,15;0,15
0;0;0;0;0,1;0,05;0,05;0,1;0,04;0,04;0,04;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0,05;0,05;0,1;0,1;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0
